SampleDate,Analyte,Result,Latitude,Longitude,Year
2010/1/4,"Turbidity, Total",0.47,35.3,-120.7,2010
2010/1/4,"Turbidity, Total",1.6,35.3,-120.7,2010
2010/1/4,"Turbidity, Total",0.42,38.6,-122.4,2010
2010/1/5,"Turbidity, Total",15.9,33.9,-117.6,2010
2010/1/5,"Turbidity, Total",7.51,34.0,-117.7,2010
2010/1/5,"Turbidity, Total",9.46,34.0,-117.5,2010
2010/1/5,"Turbidity, Total",5.23,33.9,-117.6,2010
2010/1/5,"Turbidity, Total",7.04,34.0,-117.4,2010
2010/1/6,"Turbidity, Total",0.34,35.4,-120.7,2010
2010/1/6,"Turbidity, Total",10.4,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",10.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",3.1,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",12.3,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.2,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",3.1,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.9,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.2,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",6.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",14.2,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",10.2,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.5,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.7,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.9,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",10.4,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",10.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.9,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",3.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.7,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.7,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.5,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.1,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.4,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.2,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",4.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",3.9,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",4.0,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",4.4,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",5.4,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",6.7,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",3.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.9,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.7,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.2,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",6.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",6.7,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",14.2,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",10.2,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.1,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.5,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.7,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.9,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",3.1,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",2.4,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",12.3,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",3.1,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.9,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.7,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.5,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",1.8,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",4.6,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",3.9,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",4.0,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",4.4,33.7,-117.3,2010
2010/1/6,"Turbidity, Total",5.4,33.7,-117.3,2010
2010/1/7,"Turbidity, Total",0.21,35.3,-120.7,2010
2010/1/7,"Turbidity, Total",0.3,35.3,-120.7,2010
2010/1/8,"Turbidity, Total",0.71,35.4,-120.8,2010
2010/1/8,"Turbidity, Total",6.52,35.3,-120.8,2010
2010/1/9,"Turbidity, Total",0.77,35.4,-120.8,2010
2010/1/9,"Turbidity, Total",0.03,34.4,-119.3,2010
2010/1/9,"Turbidity, Total",1.39,34.4,-119.3,2010
2010/1/9,"Turbidity, Total",0.04,34.5,-119.3,2010
2010/1/9,"Turbidity, Total",0.38,34.3,-119.3,2010
2010/1/9,"Turbidity, Total",0.17,34.4,-119.3,2010
2010/1/9,"Turbidity, Total",5.32,34.3,-119.3,2010
2010/1/9,"Turbidity, Total",0.22,34.4,-119.3,2010
2010/1/9,"Turbidity, Total",7.6,34.3,-119.3,2010
2010/1/9,"Turbidity, Total",0.21,34.4,-119.2,2010
2010/1/9,"Turbidity, Total",0.43,34.4,-119.2,2010
2010/1/9,"Turbidity, Total",0.27,34.5,-119.3,2010
2010/1/10,"Turbidity, Total",1.03,34.5,-119.8,2010
2010/1/10,"Turbidity, Total",5.09,34.4,-119.8,2010
2010/1/10,"Turbidity, Total",1.17,34.4,-119.9,2010
2010/1/10,"Turbidity, Total",0.54,34.5,-119.8,2010
2010/1/10,"Turbidity, Total",1.77,34.4,-119.8,2010
2010/1/10,"Turbidity, Total",2.11,34.4,-119.8,2010
2010/1/10,"Turbidity, Total",0.71,34.4,-119.9,2010
2010/1/10,"Turbidity, Total",0.53,34.4,-119.9,2010
2010/1/10,"Turbidity, Total",0.01,34.5,-119.8,2010
2010/1/10,"Turbidity, Total",1.81,34.4,-119.8,2010
2010/1/10,"Turbidity, Total",0.97,34.4,-119.8,2010
2010/1/10,"Turbidity, Total",4.83,34.4,-119.8,2010
2010/1/10,"Turbidity, Total",0.02,34.4,-119.8,2010
2010/1/11,"Turbidity, Total",3.32,38.4,-119.2,2010
2010/1/11,"Turbidity, Total",0.72,38.5,-119.4,2010
2010/1/12,"Turbidity, Total",5.94,33.9,-117.6,2010
2010/1/12,"Turbidity, Total",23.3,33.9,-117.6,2010
2010/1/12,"Turbidity, Total",4.65,34.0,-117.4,2010
2010/1/12,"Turbidity, Total",8.87,34.0,-117.5,2010
2010/1/12,"Turbidity, Total",41.3,37.0,-122.0,2010
2010/1/12,"Turbidity, Total",47.7,36.8,-121.8,2010
2010/1/12,"Turbidity, Total",52.2,36.6,-121.7,2010
2010/1/12,"Turbidity, Total",27.0,37.0,-122.0,2010
2010/1/12,"Turbidity, Total",67.0,36.8,-121.8,2010
2010/1/12,"Turbidity, Total",3.02,34.0,-117.7,2010
2010/1/12,"Turbidity, Total",22.9,37.0,-121.9,2010
2010/1/12,"Turbidity, Total",23.5,37.2,-122.4,2010
2010/1/12,"Turbidity, Total",240.0,37.3,-121.0,2010
2010/1/12,"Turbidity, Total",32.0,37.2,-120.9,2010
2010/1/12,"Turbidity, Total",11.0,37.3,-120.9,2010
2010/1/12,"Turbidity, Total",16.0,37.5,-121.1,2010
2010/1/12,"Turbidity, Total",5.1,37.4,-121.1,2010
2010/1/12,"Turbidity, Total",46.0,37.1,-120.9,2010
2010/1/12,"Turbidity, Total",4.5,37.3,-120.9,2010
2010/1/12,"Turbidity, Total",10.09,34.4,-119.9,2010
2010/1/12,"Turbidity, Total",5.14,34.4,-119.9,2010
2010/1/12,"Turbidity, Total",2.21,34.4,-119.9,2010
2010/1/12,"Turbidity, Total",1.86,34.4,-119.9,2010
2010/1/12,"Turbidity, Total",0.46,34.4,-119.9,2010
2010/1/12,"Turbidity, Total",12.0,37.3,-121.0,2010
2010/1/12,"Turbidity, Total",47.0,37.0,-120.6,2010
2010/1/12,"Turbidity, Total",20.0,37.0,-120.5,2010
2010/1/12,"Turbidity, Total",35.0,37.3,-120.9,2010
2010/1/12,"Turbidity, Total",0.16,34.4,-119.9,2010
2010/1/12,"Turbidity, Total",2.14,34.4,-119.9,2010
2010/1/12,"Turbidity, Total",4.37,34.4,-119.9,2010
2010/1/13,"Turbidity, Total",32.4,35.3,-120.8,2010
2010/1/13,"Turbidity, Total",33.0,35.7,-121.3,2010
2010/1/13,"Turbidity, Total",232.3,36.3,-121.8,2010
2010/1/13,"Turbidity, Total",6.0,33.4,-117.2,2010
2010/1/13,"Turbidity, Total",1.0,33.4,-117.2,2010
2010/1/13,"Turbidity, Total",8.0,33.4,-117.2,2010
2010/1/13,"Turbidity, Total",8.0,33.4,-117.2,2010
2010/1/13,"Turbidity, Total",2.0,33.4,-117.1,2010
2010/1/13,"Turbidity, Total",2.0,33.4,-117.2,2010
2010/1/13,"Turbidity, Total",39.9,36.3,-121.9,2010
2010/1/13,"Turbidity, Total",32.0,37.9,-121.2,2010
2010/1/13,"Turbidity, Total",3.0,38.2,-121.2,2010
2010/1/13,"Turbidity, Total",35.0,38.2,-121.5,2010
2010/1/13,"Turbidity, Total",16.0,38.0,-121.4,2010
2010/1/13,"Turbidity, Total",34.0,38.1,-121.5,2010
2010/1/13,"Turbidity, Total",5.3,37.8,-121.3,2010
2010/1/14,"Turbidity, Total",1.84,35.3,-120.8,2010
2010/1/14,"Turbidity, Total",0.26,35.3,-120.8,2010
2010/1/14,"Turbidity, Total",1.0,33.4,-117.2,2010
2010/1/14,"Turbidity, Total",3.0,33.4,-117.2,2010
2010/1/14,"Turbidity, Total",1.0,33.4,-117.2,2010
2010/1/15,"Turbidity, Total",1.27,35.4,-120.8,2010
2010/1/15,"Turbidity, Total",2.09,35.4,-120.8,2010
2010/1/15,"Turbidity, Total",1.12,35.3,-120.7,2010
2010/1/18,"Turbidity, Total",3000.0,35.1,-120.6,2010
2010/1/18,"Turbidity, Total",166.7,35.4,-120.8,2010
2010/1/18,"Turbidity, Total",3000.0,36.7,-121.6,2010
2010/1/18,"Turbidity, Total",948.0,35.0,-120.6,2010
2010/1/18,"Turbidity, Total",5000.0,36.3,-121.2,2010
2010/1/18,"Turbidity, Total",2360.0,36.9,-121.7,2010
2010/1/18,"Turbidity, Total",3000.0,35.0,-120.6,2010
2010/1/18,"Turbidity, Total",121.4,35.2,-120.7,2010
2010/1/18,"Turbidity, Total",513.0,35.3,-120.8,2010
2010/1/18,"Turbidity, Total",3000.0,36.7,-121.6,2010
2010/1/18,"Turbidity, Total",469.0,36.5,-121.5,2010
2010/1/18,"Turbidity, Total",3000.0,35.0,-120.6,2010
2010/1/18,"Turbidity, Total",602.0,36.6,-121.5,2010
2010/1/18,"Turbidity, Total",712.0,36.9,-121.6,2010
2010/1/18,"Turbidity, Total",11.9,36.9,-121.8,2010
2010/1/18,"Turbidity, Total",232.8,36.9,-121.8,2010
2010/1/18,"Turbidity, Total",5000.0,36.6,-121.5,2010
2010/1/18,"Turbidity, Total",462.0,35.0,-120.5,2010
2010/1/18,"Turbidity, Total",138.7,36.9,-121.6,2010
2010/1/18,"Turbidity, Total",893.0,36.9,-121.8,2010
2010/1/18,"Turbidity, Total",3608.0,36.6,-121.6,2010
2010/1/18,"Turbidity, Total",3000.0,36.7,-121.6,2010
2010/1/18,"Turbidity, Total",296.0,36.5,-119.2,2010
2010/1/18,"Turbidity, Total",19.0,38.5,-121.5,2010
2010/1/18,"Turbidity, Total",17.0,38.4,-121.5,2010
2010/1/18,"Turbidity, Total",22.0,38.7,-121.6,2010
2010/1/18,"Turbidity, Total",3.9,38.6,-121.5,2010
2010/1/18,"Turbidity, Total",2.4,38.6,-121.2,2010
2010/1/19,"Turbidity, Total",156.6,36.7,-121.7,2010
2010/1/19,"Turbidity, Total",322.5,36.7,-121.7,2010
2010/1/19,"Turbidity, Total",3000.0,34.9,-120.4,2010
2010/1/19,"Turbidity, Total",304.6,37.0,-121.5,2010
2010/1/19,"Turbidity, Total",3000.0,34.9,-120.6,2010
2010/1/19,"Turbidity, Total",3476.0,36.8,-121.7,2010
2010/1/19,"Turbidity, Total",3000.0,34.9,-120.4,2010
2010/1/19,"Turbidity, Total",2831.0,36.8,-121.8,2010
2010/1/19,"Turbidity, Total",2681.0,36.7,-121.7,2010
2010/1/19,"Turbidity, Total",88.5,36.8,-121.8,2010
2010/1/19,"Turbidity, Total",54.5,37.0,-121.5,2010
2010/1/19,"Turbidity, Total",3260.0,36.8,-121.8,2010
2010/1/19,"Turbidity, Total",3000.0,35.0,-120.6,2010
2010/1/19,"Turbidity, Total",4620.0,36.7,-121.7,2010
2010/1/19,"Turbidity, Total",892.0,36.6,-121.7,2010
2010/1/19,"Turbidity, Total",212.2,37.0,-121.5,2010
2010/1/19,"Turbidity, Total",1179.0,34.4,-119.7,2010
2010/1/19,"Turbidity, Total",148.5,34.4,-119.5,2010
2010/1/19,"Turbidity, Total",215.5,34.4,-119.5,2010
2010/1/19,"Turbidity, Total",788.0,34.4,-119.8,2010
2010/1/19,"Turbidity, Total",958.0,34.5,-120.5,2010
2010/1/19,"Turbidity, Total",5.3,34.8,-120.5,2010
2010/1/19,"Turbidity, Total",90.3,34.7,-120.6,2010
2010/1/19,"Turbidity, Total",3000.0,34.9,-120.6,2010
2010/1/19,"Turbidity, Total",3000.0,35.0,-120.6,2010
2010/1/19,"Turbidity, Total",3000.0,34.7,-120.6,2010
2010/1/19,"Turbidity, Total",122.1,36.9,-121.4,2010
2010/1/19,"Turbidity, Total",3000.0,34.4,-119.7,2010
2010/1/19,"Turbidity, Total",2044.0,34.5,-120.2,2010
2010/1/19,"Turbidity, Total",86.0,34.4,-119.5,2010
2010/1/19,"Turbidity, Total",270.0,36.9,-120.2,2010
2010/1/19,"Turbidity, Total",20.0,37.5,-120.7,2010
2010/1/19,"Turbidity, Total",7.0,37.7,-120.9,2010
2010/1/19,"Turbidity, Total",180.0,37.2,-120.6,2010
2010/1/19,"Turbidity, Total",150.0,37.4,-120.7,2010
2010/1/19,"Turbidity, Total",100.0,37.7,-120.9,2010
2010/1/19,"Turbidity, Total",5.3,37.4,-121.0,2010
2010/1/19,"Turbidity, Total",70.0,38.2,-121.6,2010
2010/1/19,"Turbidity, Total",19.0,38.3,-121.7,2010
2010/1/19,"Turbidity, Total",740.0,38.6,-121.7,2010
2010/1/19,"Turbidity, Total",11.0,38.8,-120.7,2010
2010/1/19,"Turbidity, Total",280.0,38.3,-121.8,2010
2010/1/19,"Turbidity, Total",33.2,36.4,-119.4,2010
2010/1/19,"Turbidity, Total",720.0,36.4,-120.3,2010
2010/1/19,"Turbidity, Total",5.2,36.4,-119.3,2010
2010/1/19,"Turbidity, Total",6300.0,36.2,-120.2,2010
2010/1/19,"Turbidity, Total",8600.0,36.2,-120.1,2010
2010/1/19,"Turbidity, Total",890.0,36.4,-120.4,2010
2010/1/19,"Turbidity, Total",230.0,37.2,-120.6,2010
2010/1/19,"Turbidity, Total",51.0,37.4,-120.8,2010
2010/1/19,"Turbidity, Total",11.0,38.3,-121.4,2010
2010/1/19,"Turbidity, Total",2.2,36.6,-119.5,2010
2010/1/20,"Turbidity, Total",3000.0,34.4,-119.9,2010
2010/1/20,"Turbidity, Total",1178.0,34.4,-119.9,2010
2010/1/20,"Turbidity, Total",468.0,34.4,-119.5,2010
2010/1/20,"Turbidity, Total",662.0,34.7,-120.5,2010
2010/1/20,"Turbidity, Total",3000.0,34.6,-120.4,2010
2010/1/20,"Turbidity, Total",1052.0,34.4,-119.5,2010
2010/1/20,"Turbidity, Total",3000.0,35.6,-121.1,2010
2010/1/20,"Turbidity, Total",290.6,35.1,-120.6,2010
2010/1/20,"Turbidity, Total",1490.0,35.4,-120.8,2010
2010/1/20,"Turbidity, Total",3000.0,35.6,-121.1,2010
2010/1/20,"Turbidity, Total",247.9,35.1,-120.6,2010
2010/1/20,"Turbidity, Total",222.6,35.2,-120.7,2010
2010/1/20,"Turbidity, Total",210.0,38.9,-121.4,2010
2010/1/20,"Turbidity, Total",420.0,39.2,-121.7,2010
2010/1/20,"Turbidity, Total",300.0,33.7,-117.3,2010
2010/1/20,"Turbidity, Total",220.0,33.7,-117.2,2010
2010/1/20,"Turbidity, Total",340.0,33.7,-116.8,2010
2010/1/20,"Turbidity, Total",520.0,33.7,-117.3,2010
2010/1/20,"Turbidity, Total",220.0,33.7,-117.2,2010
2010/1/20,"Turbidity, Total",520.0,33.8,-117.2,2010
2010/1/20,"Turbidity, Total",830.0,33.8,-117.2,2010
2010/1/20,"Turbidity, Total",620.0,33.8,-117.2,2010
2010/1/20,"Turbidity, Total",440.0,38.8,-121.8,2010
2010/1/20,"Turbidity, Total",45.0,38.8,-121.7,2010
2010/1/20,"Turbidity, Total",2610.0,35.1,-118.6,2010
2010/1/20,"Turbidity, Total",210.0,33.7,-117.2,2010
2010/1/20,"Turbidity, Total",110.0,33.7,-117.2,2010
2010/1/20,"Turbidity, Total",410.0,33.7,-116.8,2010
2010/1/20,"Turbidity, Total",750.0,33.8,-117.2,2010
2010/1/21,"Turbidity, Total",27.0,39.3,-121.5,2010
2010/1/21,"Turbidity, Total",250.0,39.6,-122.2,2010
2010/1/21,"Turbidity, Total",34.0,40.4,-122.2,2010
2010/1/21,"Turbidity, Total",92.0,39.2,-122.9,2010
2010/1/21,"Turbidity, Total",2300.0,36.7,-120.6,2010
2010/1/21,"Turbidity, Total",3500.0,36.7,-120.5,2010
2010/1/21,"Turbidity, Total",76.0,33.7,-117.3,2010
2010/1/21,"Turbidity, Total",21.0,33.7,-117.3,2010
2010/1/21,"Turbidity, Total",450.0,33.7,-117.2,2010
2010/1/21,"Turbidity, Total",4000.0,33.8,-117.1,2010
2010/1/21,"Turbidity, Total",140.0,33.7,-117.3,2010
2010/1/21,"Turbidity, Total",220.0,33.7,-117.2,2010
2010/1/21,"Turbidity, Total",180.0,33.7,-117.2,2010
2010/1/21,"Turbidity, Total",110.0,33.7,-117.2,2010
2010/1/21,"Turbidity, Total",4000.0,33.7,-116.8,2010
2010/1/21,"Turbidity, Total",930.0,33.7,-116.8,2010
2010/1/21,"Turbidity, Total",370.0,33.8,-117.2,2010
2010/1/21,"Turbidity, Total",0.2,33.8,-117.2,2010
2010/1/21,"Turbidity, Total",4000.0,33.8,-117.1,2010
2010/1/21,"Turbidity, Total",17.0,33.7,-117.3,2010
2010/1/21,"Turbidity, Total",430.0,33.7,-117.2,2010
2010/1/21,"Turbidity, Total",380.0,33.7,-117.2,2010
2010/1/21,"Turbidity, Total",4000.0,33.7,-116.8,2010
2010/1/21,"Turbidity, Total",470.0,33.8,-117.2,2010
2010/1/21,"Turbidity, Total",550.0,39.2,-122.2,2010
2010/1/21,"Turbidity, Total",21.0,33.7,-117.3,2010
2010/1/21,"Turbidity, Total",13.0,33.7,-117.3,2010
2010/1/21,"Turbidity, Total",12.0,33.7,-117.3,2010
2010/1/21,"Turbidity, Total",23.0,33.7,-117.3,2010
2010/1/21,"Turbidity, Total",120.0,33.7,-117.2,2010
2010/1/21,"Turbidity, Total",400.0,33.8,-117.2,2010
2010/1/21,"Turbidity, Total",4000.0,33.8,-117.1,2010
2010/1/21,"Turbidity, Total",4000.0,33.8,-117.1,2010
2010/1/22,"Turbidity, Total",290.0,33.7,-116.8,2010
2010/1/22,"Turbidity, Total",2800.0,33.8,-117.1,2010
2010/1/22,"Turbidity, Total",17.0,33.7,-117.3,2010
2010/1/22,"Turbidity, Total",23.0,33.7,-117.3,2010
2010/1/22,"Turbidity, Total",830.0,33.8,-117.2,2010
2010/1/22,"Turbidity, Total",2600.0,33.8,-117.1,2010
2010/1/22,"Turbidity, Total",470.0,33.7,-117.2,2010
2010/1/22,"Turbidity, Total",370.0,33.7,-116.8,2010
2010/1/22,"Turbidity, Total",820.0,33.8,-117.2,2010
2010/1/22,"Turbidity, Total",720.0,33.8,-117.2,2010
2010/1/22,"Turbidity, Total",3300.0,33.8,-117.1,2010
2010/1/22,"Turbidity, Total",820.0,33.8,-117.2,2010
2010/1/22,"Turbidity, Total",3000.0,33.8,-117.1,2010
2010/1/25,"Turbidity, Total",204.0,38.2,-121.7,2010
2010/1/25,"Turbidity, Total",115.0,38.3,-121.7,2010
2010/1/25,"Turbidity, Total",198.0,38.1,-121.6,2010
2010/1/25,"Turbidity, Total",152.0,38.5,-121.5,2010
2010/1/25,"Turbidity, Total",212.0,38.2,-121.7,2010
2010/1/25,"Turbidity, Total",224.0,38.3,-121.7,2010
2010/1/25,"Turbidity, Total",145.0,38.6,-121.5,2010
2010/1/25,"Turbidity, Total",287.0,38.1,-121.7,2010
2010/1/25,"Turbidity, Total",175.0,38.4,-121.5,2010
2010/1/25,"Turbidity, Total",378.0,38.4,-121.6,2010
2010/1/25,"Turbidity, Total",31.8,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",29.4,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",25.8,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",32.4,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",29.7,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",41.6,33.7,-117.3,2010
2010/1/25,"Turbidity, Total",28.7,33.7,-117.3,2010
2010/1/25,"Turbidity, Total",29.7,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",40.7,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",72.6,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",28.7,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",31.5,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",32.7,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",34.6,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",32.4,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",280.7,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",29.5,33.7,-117.3,2010
2010/1/25,"Turbidity, Total",104.8,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",38.7,33.7,-117.3,2010
2010/1/25,"Turbidity, Total",32.2,33.7,-117.3,2010
2010/1/25,"Turbidity, Total",314.0,33.7,-117.3,2010
2010/1/25,"Turbidity, Total",208.0,38.2,-121.6,2010
2010/1/25,"Turbidity, Total",191.0,38.2,-121.5,2010
2010/1/25,"Turbidity, Total",58.1,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",26.7,33.7,-117.4,2010
2010/1/25,"Turbidity, Total",25.2,33.7,-117.3,2010
2010/1/25,"Turbidity, Total",234.5,33.7,-117.3,2010
2010/1/25,"Turbidity, Total",25.0,33.7,-116.8,2010
2010/1/26,"Turbidity, Total",106.0,34.0,-117.4,2010
2010/1/26,"Turbidity, Total",19.9,33.9,-117.6,2010
2010/1/26,"Turbidity, Total",150.0,34.0,-117.5,2010
2010/1/26,"Turbidity, Total",2.6,34.0,-117.7,2010
2010/1/26,"Turbidity, Total",6.82,33.9,-117.6,2010
2010/1/26,"Turbidity, Total",54.0,37.5,-121.1,2010
2010/1/26,"Turbidity, Total",180.0,37.4,-121.0,2010
2010/1/26,"Turbidity, Total",60.0,37.4,-121.1,2010
2010/1/26,"Turbidity, Total",51.0,37.4,-121.1,2010
2010/1/27,"Turbidity, Total",37.0,37.8,-121.6,2010
2010/1/27,"Turbidity, Total",140.0,38.0,-121.9,2010
2010/1/27,"Turbidity, Total",67.0,38.1,-121.7,2010
2010/1/27,"Turbidity, Total",63.0,38.0,-121.8,2010
2010/1/27,"Turbidity, Total",118.0,38.1,-121.9,2010
2010/1/27,"Turbidity, Total",21.0,38.0,-121.4,2010
2010/1/27,"Turbidity, Total",23.5,35.3,-120.8,2010
2010/1/27,"Turbidity, Total",21.0,37.8,-121.6,2010
2010/1/27,"Turbidity, Total",6.0,38.0,-121.5,2010
2010/1/27,"Turbidity, Total",71.0,37.7,-121.3,2010
2010/1/27,"Turbidity, Total",8.0,33.7,-116.8,2010
2010/1/28,"Turbidity, Total",5.99,35.3,-120.8,2010
2010/1/28,"Turbidity, Total",2.68,35.4,-120.8,2010
2010/1/28,"Turbidity, Total",37.3,35.6,-119.6,2010
2010/1/29,"Turbidity, Total",3.86,35.3,-120.7,2010
2010/1/29,"Turbidity, Total",3.1,35.3,-120.7,2010
2010/1/29,"Turbidity, Total",2.69,35.4,-120.8,2010
2010/1/29,"Turbidity, Total",3.71,35.3,-120.7,2010
2010/1/29,"Turbidity, Total",1.05,35.3,-120.7,2010
2010/1/30,"Turbidity, Total",3.1,35.3,-120.9,2010
2010/2/1,"Turbidity, Total",6.0,40.4,-122.2,2010
2010/2/1,"Turbidity, Total",7.1,40.1,-122.2,2010
2010/2/1,"Turbidity, Total",10.5,40.5,-122.4,2010
2010/2/1,"Turbidity, Total",21.0,40.4,-122.3,2010
2010/2/1,"Turbidity, Total",3.5,40.3,-122.2,2010
2010/2/1,"Turbidity, Total",10.2,40.4,-122.2,2010
2010/2/1,"Turbidity, Total",14.4,40.2,-122.2,2010
2010/2/1,"Turbidity, Total",1.46,38.7,-119.8,2010
2010/2/1,"Turbidity, Total",0.88,38.8,-119.9,2010
2010/2/1,"Turbidity, Total",5.9,40.1,-122.1,2010
2010/2/1,"Turbidity, Total",11.9,40.3,-122.2,2010
2010/2/1,"Turbidity, Total",1.8,38.6,-122.4,2010
2010/2/1,"Turbidity, Total",1.1,36.4,-120.4,2010
2010/2/1,"Turbidity, Total",2.5,36.7,-120.6,2010
2010/2/1,"Turbidity, Total",4.7,36.4,-120.3,2010
2010/2/1,"Turbidity, Total",19.0,36.7,-120.5,2010
2010/2/2,"Turbidity, Total",1.95,34.0,-117.7,2010
2010/2/2,"Turbidity, Total",7.69,33.9,-117.6,2010
2010/2/2,"Turbidity, Total",11.0,33.9,-117.6,2010
2010/2/2,"Turbidity, Total",2.6,39.9,-122.1,2010
2010/2/2,"Turbidity, Total",5.9,40.8,-122.0,2010
2010/2/2,"Turbidity, Total",54.0,41.5,-120.5,2010
2010/2/2,"Turbidity, Total",51.7,40.0,-122.1,2010
2010/2/2,"Turbidity, Total",11.2,40.1,-122.1,2010
2010/2/2,"Turbidity, Total",4.0,41.1,-121.5,2010
2010/2/2,"Turbidity, Total",3.0,40.0,-122.1,2010
2010/2/2,"Turbidity, Total",22.0,41.0,-121.3,2010
2010/2/2,"Turbidity, Total",15.0,39.8,-122.0,2010
2010/2/2,"Turbidity, Total",16.4,39.9,-122.1,2010
2010/2/2,"Turbidity, Total",11.2,34.0,-117.4,2010
2010/2/2,"Turbidity, Total",30.2,34.0,-117.5,2010
2010/2/2,"Turbidity, Total",16.0,41.5,-120.5,2010
2010/2/2,"Turbidity, Total",48.0,41.4,-120.9,2010
2010/2/2,"Turbidity, Total",103.0,39.7,-122.0,2010
2010/2/3,"Turbidity, Total",41.6,36.3,-119.9,2010
