SampleDate,Analyte,Result,Latitude,Longitude,Year
2013/5/28,"Turbidity, Total",51.7,36.6,-121.5,2013
2013/5/28,"Turbidity, Total",5.83,34.9,-120.6,2013
2013/5/28,"Turbidity, Total",13.5,35.0,-120.5,2013
2013/5/28,"Turbidity, Total",53.2,36.3,-121.2,2013
2013/5/28,"Turbidity, Total",29.2,36.5,-121.5,2013
2013/5/28,"Turbidity, Total",10.9,34.9,-120.6,2013
2013/5/28,"Turbidity, Total",21.8,39.2,-121.9,2013
2013/5/28,"Turbidity, Total",66.2,36.6,-121.5,2013
2013/5/28,"Turbidity, Total",36.9,34.7,-120.6,2013
2013/5/28,"Turbidity, Total",32.0,38.8,-121.7,2013
2013/5/28,"Turbidity, Total",32.0,38.8,-121.8,2013
2013/5/28,"Turbidity, Total",32.0,39.2,-122.1,2013
2013/5/28,"Turbidity, Total",28.2,38.8,-121.7,2013
2013/5/28,"Turbidity, Total",7.56,33.9,-117.6,2013
2013/5/28,"Turbidity, Total",7.05,34.0,-117.5,2013
2013/5/28,"Turbidity, Total",11.6,35.3,-120.8,2013
2013/5/28,"Turbidity, Total",1.83,35.3,-120.8,2013
2013/5/28,"Turbidity, Total",3.53,34.0,-117.7,2013
2013/5/28,"Turbidity, Total",3.6,33.9,-117.6,2013
2013/5/28,"Turbidity, Total",17.4,33.0,-117.0,2013
2013/5/28,"Turbidity, Total",22.1,34.9,-120.4,2013
2013/5/28,"Turbidity, Total",1.57,37.1,-121.5,2013
2013/5/28,"Turbidity, Total",1.1,34.4,-119.8,2013
2013/5/28,"Turbidity, Total",1.15,38.6,-121.3,2013
2013/5/28,"Turbidity, Total",4.78,38.7,-121.2,2013
2013/5/28,"Turbidity, Total",1.49,38.6,-121.2,2013
2013/5/28,"Turbidity, Total",1.66,38.6,-121.2,2013
2013/5/28,"Turbidity, Total",2.88,38.6,-121.5,2013
2013/5/28,"Turbidity, Total",1.16,38.6,-121.3,2013
2013/5/28,"Turbidity, Total",1.38,38.6,-121.4,2013
2013/5/28,"Turbidity, Total",7.32,38.7,-121.2,2013
2013/5/28,"Turbidity, Total",5.94,38.7,-121.2,2013
2013/5/28,"Turbidity, Total",1.66,38.7,-121.2,2013
2013/5/28,"Turbidity, Total",7.65,38.8,-121.1,2013
2013/5/28,"Turbidity, Total",1.59,38.7,-121.2,2013
2013/5/28,"Turbidity, Total",109.0,36.7,-121.6,2013
2013/5/28,"Turbidity, Total",123.0,36.6,-121.6,2013
2013/5/28,"Turbidity, Total",268.0,36.7,-121.6,2013
2013/5/28,"Turbidity, Total",10.1,35.0,-120.6,2013
2013/5/28,"Turbidity, Total",28.2,38.8,-121.7,2013
2013/5/28,"Turbidity, Total",3.94,34.1,-117.3,2013
2013/5/28,"Turbidity, Total",2.8,34.4,-119.5,2013
2013/5/28,"Turbidity, Total",1.71,38.6,-121.3,2013
2013/5/28,"Turbidity, Total",1.27,38.6,-121.3,2013
2013/5/28,"Turbidity, Total",1.99,38.6,-121.5,2013
2013/5/28,"Turbidity, Total",5.97,38.6,-121.5,2013
2013/5/28,"Turbidity, Total",7.58,38.7,-121.3,2013
2013/5/28,"Turbidity, Total",4.11,38.7,-121.1,2013
2013/5/28,"Turbidity, Total",4.16,38.8,-121.1,2013
2013/5/28,"Turbidity, Total",5.6,38.8,-121.1,2013
2013/5/28,"Turbidity, Total",3.4,38.6,-121.2,2013
2013/5/28,"Turbidity, Total",3.89,38.7,-121.2,2013
2013/5/28,"Turbidity, Total",1.66,38.6,-121.2,2013
2013/5/28,"Turbidity, Total",47.0,35.4,-119.5,2013
2013/5/29,"Turbidity, Total",51.1,36.7,-121.7,2013
2013/5/29,"Turbidity, Total",2.63,34.4,-119.6,2013
2013/5/29,"Turbidity, Total",81.7,36.7,-121.7,2013
2013/5/29,"Turbidity, Total",15.3,36.7,-121.7,2013
2013/5/29,"Turbidity, Total",2.55,34.4,-119.9,2013
2013/5/29,"Turbidity, Total",5.7,36.8,-121.8,2013
2013/5/29,"Turbidity, Total",43.6,36.8,-121.8,2013
2013/5/29,"Turbidity, Total",4.92,34.4,-119.5,2013
2013/5/29,"Turbidity, Total",56.7,36.7,-121.7,2013
2013/5/29,"Turbidity, Total",4.15,34.7,-120.5,2013
2013/5/29,"Turbidity, Total",121.0,36.8,-121.8,2013
2013/5/29,"Turbidity, Total",0.81,34.4,-119.9,2013
2013/5/29,"Turbidity, Total",10.26,38.8,-121.3,2013
2013/5/29,"Turbidity, Total",27.4,34.4,-119.8,2013
2013/5/29,"Turbidity, Total",5.33,38.3,-122.2,2013
2013/5/29,"Turbidity, Total",50.6,36.8,-121.7,2013
2013/5/29,"Turbidity, Total",0.96,38.2,-120.0,2013
2013/5/29,"Turbidity, Total",1.25,38.4,-120.5,2013
2013/5/29,"Turbidity, Total",60.6,36.6,-121.7,2013
2013/5/29,"Turbidity, Total",0.19,38.1,-120.5,2013
2013/5/29,"Turbidity, Total",1.06,38.4,-120.5,2013
2013/5/29,"Turbidity, Total",1.41,38.4,-120.5,2013
2013/5/29,"Turbidity, Total",1.88,38.0,-120.2,2013
2013/5/29,"Turbidity, Total",0.4,34.4,-119.0,2013
2013/5/30,"Turbidity, Total",1.53,35.1,-120.6,2013
2013/5/30,"Turbidity, Total",17.3,35.0,-120.6,2013
2013/5/30,"Turbidity, Total",40.1,36.9,-121.6,2013
2013/5/30,"Turbidity, Total",9.32,36.9,-121.8,2013
2013/5/30,"Turbidity, Total",260.0,36.9,-121.4,2013
2013/5/30,"Turbidity, Total",11.4,36.9,-121.7,2013
2013/5/30,"Turbidity, Total",19.0,35.0,-120.6,2013
2013/5/30,"Turbidity, Total",12.8,37.3,-120.9,2013
2013/5/30,"Turbidity, Total",87.9,37.2,-120.9,2013
2013/5/30,"Turbidity, Total",18.4,37.3,-120.9,2013
2013/5/30,"Turbidity, Total",34.9,37.4,-121.0,2013
2013/5/30,"Turbidity, Total",1.59,35.3,-120.8,2013
2013/5/30,"Turbidity, Total",63.1,37.3,-120.9,2013
2013/5/30,"Turbidity, Total",3.34,35.4,-120.8,2013
2013/5/30,"Turbidity, Total",48.6,35.0,-120.6,2013
2013/5/30,"Turbidity, Total",3.66,37.0,-121.5,2013
2013/5/30,"Turbidity, Total",1.14,34.7,-119.0,2013
2013/5/30,"Turbidity, Total",1.16,38.9,-121.0,2013
2013/5/30,"Turbidity, Total",0.29,39.0,-120.9,2013
2013/5/30,"Turbidity, Total",0.99,38.9,-121.0,2013
2013/5/30,"Turbidity, Total",0.91,39.0,-120.9,2013
2013/5/30,"Turbidity, Total",0.76,39.0,-120.9,2013
2013/5/30,"Turbidity, Total",1.55,38.7,-120.6,2013
2013/5/30,"Turbidity, Total",3.08,38.7,-120.6,2013
2013/5/30,"Turbidity, Total",2.68,38.8,-121.0,2013
2013/5/30,"Turbidity, Total",152.0,37.0,-121.5,2013
2013/5/30,"Turbidity, Total",4.86,35.2,-120.7,2013
2013/5/30,"Turbidity, Total",19.8,36.9,-121.6,2013
2013/5/30,"Turbidity, Total",11.4,37.3,-120.9,2013
2013/5/30,"Turbidity, Total",5.05,38.8,-120.9,2013
2013/5/31,"Turbidity, Total",1.85,37.6,-118.9,2013
2013/6/3,"Turbidity, Total",1.82,34.1,-118.6,2013
2013/6/3,"Turbidity, Total",1.48,40.5,-122.4,2013
2013/6/3,"Turbidity, Total",2.85,38.3,-122.0,2013
2013/6/3,"Turbidity, Total",4.58,38.0,-122.2,2013
2013/6/3,"Turbidity, Total",0.41,39.3,-120.6,2013
2013/6/3,"Turbidity, Total",0.36,39.3,-121.1,2013
2013/6/3,"Turbidity, Total",49.3,35.0,-120.5,2013
2013/6/3,"Turbidity, Total",4.88,39.1,-121.6,2013
2013/6/3,"Turbidity, Total",0.35,39.5,-121.0,2013
2013/6/3,"Turbidity, Total",0.14,39.3,-120.7,2013
2013/6/3,"Turbidity, Total",0.24,39.4,-120.8,2013
2013/6/3,"Turbidity, Total",21.7,35.0,-120.4,2013
2013/6/3,"Turbidity, Total",0.46,39.3,-121.0,2013
2013/6/3,"Turbidity, Total",6.1,38.4,-121.5,2013
2013/6/4,"Turbidity, Total",11.6,37.3,-120.9,2013
2013/6/4,"Turbidity, Total",76.3,37.3,-120.9,2013
2013/6/4,"Turbidity, Total",29.5,37.3,-120.9,2013
2013/6/4,"Turbidity, Total",4.99,42.1,-121.9,2013
2013/6/4,"Turbidity, Total",9.32,42.1,-121.8,2013
2013/6/4,"Turbidity, Total",13.3,42.2,-121.8,2013
2013/6/4,"Turbidity, Total",4.74,33.9,-117.6,2013
2013/6/4,"Turbidity, Total",8.39,34.0,-117.5,2013
2013/6/4,"Turbidity, Total",5.43,34.0,-117.7,2013
2013/6/4,"Turbidity, Total",2.18,35.4,-120.8,2013
2013/6/4,"Turbidity, Total",7.46,33.9,-117.6,2013
2013/6/4,"Turbidity, Total",4.19,34.1,-117.3,2013
2013/6/4,"Turbidity, Total",1.75,35.3,-120.8,2013
2013/6/4,"Turbidity, Total",0.61,35.3,-120.8,2013
2013/6/4,"Turbidity, Total",4.0,34.2,-118.7,2013
2013/6/4,"Turbidity, Total",0.38,39.8,-122.1,2013
2013/6/4,"Turbidity, Total",4.57,34.1,-118.8,2013
2013/6/4,"Turbidity, Total",0.79,37.2,-122.2,2013
2013/6/4,"Turbidity, Total",0.79,36.5,-118.8,2013
2013/6/4,"Turbidity, Total",1.7,34.7,-119.4,2013
2013/6/4,"Turbidity, Total",1.12,36.5,-118.9,2013
2013/6/4,"Turbidity, Total",1.0,36.5,-118.8,2013
2013/6/4,"Turbidity, Total",28.3,37.3,-120.9,2013
2013/6/4,"Turbidity, Total",43.2,37.4,-121.0,2013
2013/6/4,"Turbidity, Total",0.81,34.2,-118.7,2013
2013/6/4,"Turbidity, Total",1.18,36.5,-118.8,2013
2013/6/4,"Turbidity, Total",1.72,36.4,-118.9,2013
2013/6/4,"Turbidity, Total",9.6,37.9,-121.3,2013
2013/6/5,"Turbidity, Total",1.4,34.0,-117.4,2013
2013/6/5,"Turbidity, Total",1.1,34.0,-117.4,2013
2013/6/5,"Turbidity, Total",1.29,37.4,-122.4,2013
2013/6/5,"Turbidity, Total",0.83,34.1,-118.8,2013
2013/6/5,"Turbidity, Total",3.27,34.1,-118.8,2013
2013/6/5,"Turbidity, Total",0.38,39.7,-121.8,2013
2013/6/5,"Turbidity, Total",6.5,35.0,-120.6,2013
2013/6/5,"Turbidity, Total",21.7,34.9,-120.6,2013
2013/6/5,"Turbidity, Total",357.0,34.9,-120.6,2013
2013/6/5,"Turbidity, Total",3.8,34.9,-120.5,2013
2013/6/5,"Turbidity, Total",7.0,35.0,-120.6,2013
2013/6/5,"Turbidity, Total",27.5,35.0,-120.6,2013
2013/6/5,"Turbidity, Total",33.7,34.9,-120.6,2013
2013/6/5,"Turbidity, Total",1148.0,35.0,-120.6,2013
2013/6/5,"Turbidity, Total",1.1,41.3,-123.5,2013
2013/6/5,"Turbidity, Total",0.7,41.2,-123.7,2013
2013/6/5,"Turbidity, Total",0.53,41.8,-123.0,2013
2013/6/5,"Turbidity, Total",0.8,41.5,-124.1,2013
2013/6/5,"Turbidity, Total",0.49,41.2,-123.7,2013
2013/6/5,"Turbidity, Total",1.5,41.8,-123.2,2013
2013/6/5,"Turbidity, Total",0.71,41.5,-124.0,2013
2013/6/5,"Turbidity, Total",0.6,41.2,-123.8,2013
2013/6/5,"Turbidity, Total",1.1,41.4,-123.5,2013
2013/6/5,"Turbidity, Total",0.52,41.8,-122.6,2013
2013/6/5,"Turbidity, Total",2.2,37.7,-121.8,2013
2013/6/5,"Turbidity, Total",1.4,37.7,-121.8,2013
2013/6/6,"Turbidity, Total",0.17,39.9,-121.9,2013
2013/6/6,"Turbidity, Total",5.71,37.3,-122.2,2013
2013/6/6,"Turbidity, Total",1.72,34.1,-118.7,2013
2013/6/6,"Turbidity, Total",3.0,41.9,-122.4,2013
2013/6/10,"Turbidity, Total",12.3,37.3,-120.9,2013
2013/6/10,"Turbidity, Total",38.8,37.4,-121.0,2013
2013/6/10,"Turbidity, Total",27.8,37.3,-120.9,2013
2013/6/10,"Turbidity, Total",0.56,35.3,-120.8,2013
2013/6/10,"Turbidity, Total",1.57,35.3,-120.8,2013
2013/6/10,"Turbidity, Total",0.82,35.3,-120.8,2013
2013/6/10,"Turbidity, Total",1.36,39.0,-121.4,2013
2013/6/10,"Turbidity, Total",0.86,38.8,-123.2,2013
2013/6/10,"Turbidity, Total",1.19,37.5,-121.8,2013
2013/6/10,"Turbidity, Total",274.1,35.0,-120.6,2013
2013/6/10,"Turbidity, Total",1.1,35.1,-120.6,2013
2013/6/10,"Turbidity, Total",2.5,35.4,-120.8,2013
2013/6/10,"Turbidity, Total",1.05,38.7,-120.7,2013
2013/6/10,"Turbidity, Total",5.64,38.8,-121.0,2013
2013/6/10,"Turbidity, Total",0.67,38.6,-120.8,2013
2013/6/10,"Turbidity, Total",3.07,38.7,-120.6,2013
2013/6/10,"Turbidity, Total",0.56,38.9,-121.0,2013
2013/6/10,"Turbidity, Total",0.36,38.6,-120.7,2013
2013/6/10,"Turbidity, Total",1.99,39.0,-120.9,2013
2013/6/10,"Turbidity, Total",1.34,38.9,-121.0,2013
2013/6/10,"Turbidity, Total",1.93,38.8,-120.9,2013
2013/6/10,"Turbidity, Total",31.6,37.3,-120.9,2013
2013/6/10,"Turbidity, Total",60.5,37.3,-120.9,2013
2013/6/10,"Turbidity, Total",1.36,35.3,-120.8,2013
2013/6/10,"Turbidity, Total",2.5,38.7,-120.6,2013
2013/6/10,"Turbidity, Total",0.54,39.0,-120.9,2013
2013/6/10,"Turbidity, Total",2.4,38.3,-122.7,2013
2013/6/10,"Turbidity, Total",17.0,38.4,-122.7,2013
2013/6/10,"Turbidity, Total",2.8,38.3,-122.7,2013
2013/6/10,"Turbidity, Total",4.1,38.4,-122.7,2013
2013/6/10,"Turbidity, Total",1.3,37.7,-121.7,2013
2013/6/10,"Turbidity, Total",1.7,37.7,-121.8,2013
2013/6/10,"Turbidity, Total",9.3,38.4,-122.7,2013
2013/6/10,"Turbidity, Total",1.3,38.4,-122.7,2013
2013/6/10,"Turbidity, Total",5.2,38.4,-122.8,2013
2013/6/10,"Turbidity, Total",18.0,38.4,-122.7,2013
2013/6/10,"Turbidity, Total",1.4,38.3,-122.7,2013
2013/6/10,"Turbidity, Total",3.6,38.4,-122.8,2013
2013/6/10,"Turbidity, Total",3.0,37.7,-121.7,2013
2013/6/11,"Turbidity, Total",10.39,33.9,-117.6,2013
2013/6/11,"Turbidity, Total",10.73,34.0,-117.7,2013
2013/6/11,"Turbidity, Total",5.09,33.9,-117.6,2013
2013/6/11,"Turbidity, Total",5.57,34.1,-117.3,2013
2013/6/11,"Turbidity, Total",8.29,34.0,-117.5,2013
2013/6/11,"Turbidity, Total",14.7,33.0,-117.0,2013
2013/6/11,"Turbidity, Total",0.45,35.4,-120.7,2013
2013/6/11,"Turbidity, Total",1.93,35.3,-120.7,2013
2013/6/11,"Turbidity, Total",1.5,39.3,-122.6,2013
2013/6/11,"Turbidity, Total",4.69,40.7,-120.1,2013
2013/6/11,"Turbidity, Total",0.69,38.2,-120.0,2013
2013/6/11,"Turbidity, Total",2.4,36.9,-119.8,2013
2013/6/11,"Turbidity, Total",1.56,36.9,-119.8,2013
2013/6/11,"Turbidity, Total",0.73,38.1,-120.5,2013
2013/6/11,"Turbidity, Total",1.28,38.4,-120.5,2013
2013/6/11,"Turbidity, Total",1.53,37.0,-119.7,2013
2013/6/11,"Turbidity, Total",1.44,38.0,-120.2,2013
2013/6/11,"Turbidity, Total",3.38,36.9,-119.8,2013
2013/6/11,"Turbidity, Total",0.32,38.4,-120.5,2013
2013/6/11,"Turbidity, Total",1.4,37.5,-121.9,2013
2013/6/11,"Turbidity, Total",0.53,38.4,-120.5,2013
2013/6/11,"Turbidity, Total",1.34,36.9,-119.8,2013
2013/6/11,"Turbidity, Total",1.41,37.0,-119.7,2013
2013/6/11,"Turbidity, Total",2.3,37.5,-121.0,2013
2013/6/11,"Turbidity, Total",6.5,37.3,-120.9,2013
2013/6/11,"Turbidity, Total",23.0,37.7,-120.9,2013
2013/6/11,"Turbidity, Total",1.8,37.4,-120.7,2013
2013/6/11,"Turbidity, Total",2.9,37.4,-121.0,2013
2013/6/11,"Turbidity, Total",1.8,37.0,-120.2,2013
2013/6/11,"Turbidity, Total",31.0,37.3,-120.5,2013
2013/6/11,"Turbidity, Total",30.0,37.7,-120.9,2013
2013/6/11,"Turbidity, Total",38.0,37.4,-120.0,2013
2013/6/11,"Turbidity, Total",45.0,37.3,-121.0,2013
2013/6/11,"Turbidity, Total",25.0,37.5,-121.1,2013
2013/6/11,"Turbidity, Total",4.7,37.0,-120.5,2013
2013/6/11,"Turbidity, Total",5.7,37.6,-121.2,2013
2013/6/11,"Turbidity, Total",5.5,37.5,-121.1,2013
2013/6/11,"Turbidity, Total",45.0,37.1,-120.9,2013
2013/6/11,"Turbidity, Total",45.0,37.3,-120.9,2013
2013/6/11,"Turbidity, Total",50.0,37.0,-120.6,2013
2013/6/11,"Turbidity, Total",600.0,37.2,-120.9,2013
2013/6/11,"Turbidity, Total",33.0,37.3,-120.9,2013
2013/6/11,"Turbidity, Total",2.0,37.7,-121.9,2013
2013/6/11,"Turbidity, Total",0.83,37.7,-121.8,2013
2013/6/11,"Turbidity, Total",0.8,37.6,-121.8,2013
2013/6/11,"Turbidity, Total",25.0,37.2,-120.6,2013
2013/6/11,"Turbidity, Total",4.8,37.4,-120.8,2013
2013/6/11,"Turbidity, Total",32.0,37.6,-121.8,2013
2013/6/11,"Turbidity, Total",2.6,37.4,-121.1,2013
2013/6/11,"Turbidity, Total",200.0,37.6,-121.2,2013
2013/6/11,"Turbidity, Total",55.0,37.3,-121.0,2013
2013/6/11,"Turbidity, Total",21.0,37.3,-120.9,2013
2013/6/11,"Turbidity, Total",45.0,37.5,-121.1,2013
2013/6/11,"Turbidity, Total",4.8,37.7,-121.8,2013
2013/6/11,"Turbidity, Total",2.3,37.7,-121.8,2013
2013/6/11,"Turbidity, Total",2.0,37.7,-121.9,2013
2013/6/12,"Turbidity, Total",0.27,40.2,-121.3,2013
2013/6/12,"Turbidity, Total",0.42,39.7,-122.8,2013
2013/6/12,"Turbidity, Total",0.38,40.2,-121.3,2013
2013/6/12,"Turbidity, Total",1.6,37.4,-121.8,2013
2013/6/12,"Turbidity, Total",1.1,38.6,-121.3,2013
2013/6/12,"Turbidity, Total",1.09,38.6,-121.3,2013
2013/6/12,"Turbidity, Total",12.9,38.7,-121.2,2013
2013/6/12,"Turbidity, Total",4.18,38.7,-121.2,2013
2013/6/12,"Turbidity, Total",2.17,38.6,-121.5,2013
2013/6/12,"Turbidity, Total",3.39,38.6,-121.5,2013
2013/6/12,"Turbidity, Total",0.78,38.6,-121.4,2013
2013/6/12,"Turbidity, Total",29.6,38.8,-121.1,2013
2013/6/12,"Turbidity, Total",27.9,38.8,-121.1,2013
2013/6/12,"Turbidity, Total",1.33,38.6,-121.2,2013
2013/6/12,"Turbidity, Total",2.99,38.7,-121.2,2013
2013/6/12,"Turbidity, Total",5.76,38.6,-121.2,2013
2013/6/12,"Turbidity, Total",1.21,38.6,-121.3,2013
2013/6/12,"Turbidity, Total",1.37,38.6,-121.3,2013
2013/6/12,"Turbidity, Total",4.67,38.6,-121.5,2013
2013/6/12,"Turbidity, Total",1.59,38.7,-121.1,2013
2013/6/12,"Turbidity, Total",4.05,38.6,-121.2,2013
2013/6/12,"Turbidity, Total",1.01,39.6,-122.9,2013
2013/6/12,"Turbidity, Total",4.98,38.7,-121.3,2013
2013/6/12,"Turbidity, Total",15.4,38.7,-121.2,2013
2013/6/12,"Turbidity, Total",22.6,38.8,-121.1,2013
2013/6/12,"Turbidity, Total",7.21,38.6,-121.2,2013
2013/6/12,"Turbidity, Total",2.9,37.7,-121.9,2013
2013/6/12,"Turbidity, Total",3.5,37.7,-121.9,2013
2013/6/12,"Turbidity, Total",1.9,37.7,-121.9,2013
2013/6/12,"Turbidity, Total",1.3,37.7,-121.9,2013
2013/6/12,"Turbidity, Total",2.6,37.7,-121.9,2013
2013/6/13,"Turbidity, Total",2.84,35.4,-120.8,2013
2013/6/13,"Turbidity, Total",2.22,35.3,-120.8,2013
2013/6/13,"Turbidity, Total",1.47,38.3,-122.1,2013
2013/6/13,"Turbidity, Total",3.44,39.1,-121.6,2013
2013/6/13,"Turbidity, Total",0.28,39.3,-121.0,2013
2013/6/13,"Turbidity, Total",0.25,39.4,-120.8,2013
2013/6/13,"Turbidity, Total",0.65,36.4,-118.9,2013
2013/6/13,"Turbidity, Total",0.41,39.3,-120.6,2013
2013/6/13,"Turbidity, Total",0.07,36.5,-118.8,2013
2013/6/13,"Turbidity, Total",0.16,39.3,-120.7,2013
2013/6/13,"Turbidity, Total",0.35,39.3,-121.1,2013
2013/6/13,"Turbidity, Total",0.66,36.5,-118.8,2013
2013/6/13,"Turbidity, Total",0.52,36.5,-118.9,2013
2013/6/13,"Turbidity, Total",1.92,38.4,-119.2,2013
2013/6/13,"Turbidity, Total",3.39,38.5,-119.4,2013
2013/6/13,"Turbidity, Total",0.45,39.5,-121.0,2013
2013/6/13,"Turbidity, Total",0.62,36.5,-118.8,2013
2013/6/13,"Turbidity, Total",6.2,37.7,-121.9,2013
2013/6/13,"Turbidity, Total",5.1,37.7,-121.9,2013
2013/6/13,"Turbidity, Total",1.2,37.7,-121.9,2013
2013/6/14,"Turbidity, Total",1.64,35.4,-120.8,2013
2013/6/14,"Turbidity, Total",28.1,35.3,-120.8,2013
2013/6/14,"Turbidity, Total",2.43,35.3,-120.7,2013
2013/6/15,"Turbidity, Total",0.24,38.7,-119.8,2013
2013/6/15,"Turbidity, Total",2.42,38.7,-119.8,2013
2013/6/15,"Turbidity, Total",0.02,38.7,-119.9,2013
2013/6/15,"Turbidity, Total",0.13,38.8,-119.8,2013
2013/6/15,"Turbidity, Total",0.17,38.8,-119.8,2013
2013/6/17,"Turbidity, Total",4.29,35.3,-120.7,2013
2013/6/17,"Turbidity, Total",2.96,35.4,-120.8,2013
2013/6/17,"Turbidity, Total",27.5,37.6,-121.9,2013
2013/6/17,"Turbidity, Total",0.25,38.0,-120.1,2013
2013/6/17,"Turbidity, Total",2.13,34.3,-117.1,2013
2013/6/17,"Turbidity, Total",0.99,37.8,-120.1,2013
2013/6/17,"Turbidity, Total",1.58,34.2,-117.1,2013
2013/6/17,"Turbidity, Total",2.02,34.3,-117.1,2013
2013/6/17,"Turbidity, Total",1.32,34.5,-117.3,2013
2013/6/17,"Turbidity, Total",0.46,37.8,-120.0,2013
2013/6/17,"Turbidity, Total",1.14,35.3,-120.9,2013
2013/6/17,"Turbidity, Total",0.36,35.3,-120.7,2013
2013/6/17,"Turbidity, Total",0.3,37.8,-120.0,2013
2013/6/17,"Turbidity, Total",1.17,34.3,-117.1,2013
2013/6/17,"Turbidity, Total",19.8,34.3,-117.2,2013
2013/6/17,"Turbidity, Total",0.68,39.9,-120.8,2013
2013/6/17,"Turbidity, Total",63.3,36.2,-119.8,2013
2013/6/17,"Turbidity, Total",0.32,36.8,-119.5,2013
2013/6/17,"Turbidity, Total",0.38,36.6,-119.5,2013
2013/6/17,"Turbidity, Total",16.0,38.4,-122.7,2013
2013/6/17,"Turbidity, Total",4.8,38.4,-122.7,2013
2013/6/17,"Turbidity, Total",1.5,38.4,-122.7,2013
2013/6/17,"Turbidity, Total",2.0,38.3,-122.7,2013
2013/6/17,"Turbidity, Total",3.2,38.3,-122.7,2013
2013/6/17,"Turbidity, Total",2.2,38.4,-122.8,2013
2013/6/17,"Turbidity, Total",12.0,38.4,-122.7,2013
2013/6/17,"Turbidity, Total",1.7,38.3,-122.7,2013
2013/6/17,"Turbidity, Total",7.0,38.4,-122.7,2013
2013/6/17,"Turbidity, Total",0.74,36.4,-119.7,2013
2013/6/18,"Turbidity, Total",71.8,37.0,-122.0,2013
2013/6/18,"Turbidity, Total",3.85,37.0,-122.0,2013
2013/6/18,"Turbidity, Total",0.62,37.0,-122.0,2013
2013/6/18,"Turbidity, Total",0.74,37.0,-122.0,2013
2013/6/18,"Turbidity, Total",2.03,37.0,-121.9,2013
2013/6/18,"Turbidity, Total",1.06,37.0,-122.0,2013
2013/6/18,"Turbidity, Total",0.69,37.0,-122.0,2013
2013/6/18,"Turbidity, Total",96.8,37.2,-120.9,2013
2013/6/18,"Turbidity, Total",9.6,37.3,-120.9,2013
2013/6/18,"Turbidity, Total",59.1,37.3,-120.9,2013
2013/6/18,"Turbidity, Total",12.0,37.3,-120.9,2013
2013/6/18,"Turbidity, Total",24.8,37.4,-121.0,2013
2013/6/18,"Turbidity, Total",12.8,42.2,-121.8,2013
2013/6/18,"Turbidity, Total",5.82,34.1,-117.3,2013
2013/6/18,"Turbidity, Total",12.13,33.9,-117.6,2013
2013/6/18,"Turbidity, Total",2.39,35.3,-120.8,2013
2013/6/18,"Turbidity, Total",4.41,33.9,-117.6,2013
2013/6/18,"Turbidity, Total",0.6,35.3,-120.8,2013
2013/6/18,"Turbidity, Total",1.33,34.1,-118.9,2013
2013/6/18,"Turbidity, Total",1.19,39.8,-120.7,2013
2013/6/18,"Turbidity, Total",0.27,34.1,-118.9,2013
2013/6/18,"Turbidity, Total",0.18,38.0,-120.1,2013
2013/6/18,"Turbidity, Total",25.0,36.8,-121.8,2013
2013/6/18,"Turbidity, Total",8.6,36.9,-121.8,2013
2013/6/18,"Turbidity, Total",2.8,37.0,-122.0,2013
2013/6/18,"Turbidity, Total",3.2,37.1,-122.3,2013
2013/6/18,"Turbidity, Total",0.95,39.2,-121.2,2013
2013/6/18,"Turbidity, Total",0.6,39.3,-121.0,2013
2013/6/18,"Turbidity, Total",0.76,37.6,-118.9,2013
2013/6/18,"Turbidity, Total",0.35,39.3,-121.0,2013
2013/6/18,"Turbidity, Total",0.15,39.6,-120.6,2013
2013/6/18,"Turbidity, Total",0.5,39.2,-121.2,2013
2013/6/18,"Turbidity, Total",0.2,39.2,-121.1,2013
2013/6/18,"Turbidity, Total",0.7,39.2,-121.2,2013
2013/6/18,"Turbidity, Total",1.1,39.2,-121.2,2013
2013/6/18,"Turbidity, Total",0.11,38.1,-120.0,2013
2013/6/18,"Turbidity, Total",7.3,37.3,-120.9,2013
2013/6/18,"Turbidity, Total",8.03,42.1,-121.9,2013
2013/6/18,"Turbidity, Total",7.34,34.0,-117.7,2013
2013/6/18,"Turbidity, Total",7.81,34.0,-117.5,2013
2013/6/18,"Turbidity, Total",53.2,36.6,-121.7,2013
2013/6/18,"Turbidity, Total",46.8,36.8,-121.8,2013
2013/6/18,"Turbidity, Total",1.7,39.2,-121.2,2013
2013/6/18,"Turbidity, Total",0.55,39.2,-121.2,2013
2013/6/18,"Turbidity, Total",0.2,39.7,-120.5,2013
2013/6/18,"Turbidity, Total",17.0,38.3,-121.8,2013
2013/6/18,"Turbidity, Total",8.7,39.3,-121.6,2013
2013/6/18,"Turbidity, Total",9.7,39.2,-121.7,2013
2013/6/18,"Turbidity, Total",30.0,38.2,-121.6,2013
2013/6/18,"Turbidity, Total",70.0,38.3,-121.7,2013
2013/6/18,"Turbidity, Total",70.0,38.6,-121.7,2013
2013/6/18,"Turbidity, Total",35.0,37.9,-121.2,2013
2013/6/18,"Turbidity, Total",17.0,38.1,-121.5,2013
2013/6/18,"Turbidity, Total",29.0,38.0,-121.5,2013
2013/6/18,"Turbidity, Total",14.0,37.8,-121.3,2013
2013/6/18,"Turbidity, Total",3.6,37.7,-121.8,2013
2013/6/18,"Turbidity, Total",6.1,37.7,-121.9,2013
2013/6/18,"Turbidity, Total",1.1,38.2,-121.2,2013
2013/6/19,"Turbidity, Total",4.56,34.1,-118.6,2013
